annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numero_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
20222086;VENDREDI;28/10/2022;10;28/12/2022;28;35;21;16;14;11;1;-14-16-21-28-35-;-1-11-;0;0;0;1;1;948590,3;2;16;13856,3;13;73;945,9;390;2319;54,8;407;1966;68,4;1211;7431;12,7;5351;27405;17,2;9166;45029;11,7;26070;124632;7,8;28587;144772;8,2;126666;618311;6;344419;1628382;3,7;0;0;6;541,7;158;11,4;193;9,3;2358;1,9;3972;3;12986;4,3;21779;12,1;55349;2,6;479330;2,7;HB 963 3673;;
20222085;MARDI   ;25/10/2022;9;25/12/2022;24;7;46;34;39;6;1;-7-24-34-39-46-;-1-6-;0;0;0;0;2;357879,7;1;5;33456,9;8;32;1628,2;102;643;149,2;312;1407;72,1;254;1534;46,4;4593;22103;16,1;5949;29347;13,5;14014;72763;10,1;26936;122624;7,3;95474;453110;6,2;225010;1095415;4,1;0;0;2;1239,4;47;29,3;142;9,6;1993;1,7;2609;3,5;11735;3,6;20412;9,8;41618;2,7;407313;2,4;EQ 472 6266;;
20222084;VENDREDI;21/10/2022;8;21/12/2022;26;28;38;25;40;1;6;-25-26-28-38-40-;-1-6-;0;0;0;0;2;427941,3;1;11;18184,8;9;35;1780,1;183;829;138,4;341;1731;70;381;1865;45,7;5691;26235;16,2;7815;36432;13;17705;85805;10,3;33059;146703;7,3;122386;558724;6;281261;1324150;4,1;0;0;2;1549;81;21,2;143;12;2450;1,7;3397;3,3;14067;3,8;24799;10,1;52828;2,6;506373;2,4;QY 962 4703;;
20222083;MARDI   ;18/10/2022;7;18/12/2022;42;3;5;48;13;6;1;-3-5-13-42-48-;-1-6-;0;0;0;1;4;155132,3;1;5;29005,5;7;31;1457,1;133;595;139,8;296;1372;64,1;333;1504;41,1;4761;21352;14,4;6877;30673;11,2;16453;73614;8,7;24216;108701;7,1;102808;451977;5,4;235210;1064813;3,7;1;1243,3;4;248,6;64;19,4;139;8,9;2026;1,5;2964;2,8;10236;3,8;16809;10,7;44805;2,2;349069;2,5;JK 323 2687;;
20222082;VENDREDI;14/10/2022;6;14/12/2022;28;48;29;24;34;7;3;-24-28-29-34-48-;-3-7-;0;0;0;1;3;261311,7;1;4;45804,6;10;47;1214,2;159;684;153,6;461;2196;50,6;295;1505;51,8;8687;37816;10,3;7081;33592;12,9;13549;69182;11,7;54900;233505;4,2;117992;542207;5,7;225209;1099185;4,5;1;1560,1;4;312;75;20,8;203;7,6;3512;1,1;3213;3,2;22405;2,1;38550;5,9;51794;2,4;515820;2,1;VE 527 2435;;
20222081;MARDI   ;11/10/2022;5;11/12/2022;40;35;8;32;23;8;1;-8-23-32-35-40-;-1-8-;0;0;0;0;1;592272,5;0;5;27684,7;2;27;1596,8;138;677;117,3;240;1308;64,1;313;1654;35,6;3896;18717;15,7;5561;28746;11,4;12571;64639;9,4;22000;102097;7,2;79570;395850;5,9;180360;900105;4,1;0;0;1;2116,7;65;18;108;10,8;1784;1,6;2387;3,3;9715;3,8;16321;10,5;35457;2,7;339801;2,5;KX 470 3150;;
20222080;VENDREDI;07/10/2022;4;07/12/2022;50;27;45;26;42;12;1;-26-27-42-45-50-;-1-12-;0;0;0;0;1;758017,1;2;7;25308,7;6;28;1970,7;90;610;166,6;250;1304;82,4;273;1399;53,9;4383;21194;17,8;5168;26962;15,6;13484;69411;11,2;24278;114346;8,3;84391;419972;7,1;236602;1151977;4,1;0;0;1;2724,8;50;30,2;117;12,9;2151;1,7;2423;4,1;11588;4,1;19193;11,5;38774;3,2;391282;2,8;TA 666 0275;;
20222079;MARDI   ;04/10/2022;3;04/12/2022;3;28;18;43;42;12;3;-3-18-28-42-43-;-3-12-;0;0;0;2;6;92436,5;0;8;16202,9;9;34;1187,4;125;563;132,1;233;1135;69,2;302;1400;39,4;3377;16195;17;5726;26024;11,8;13371;61054;9,3;17797;83444;8,3;82679;379440;5,7;193625;888552;3,9;0;0;6;340,1;58;19,5;133;8,5;1734;1,6;2723;2,7;8951;3,9;14103;11,7;38505;2,4;315887;2,6;JR 131 2171;;
20222078;VENDREDI;30/09/2022;2;30/11/2022;2;16;11;1;26;3;12;-1-2-11-16-26-;-3-12-;0;0;0;1;4;179820;2;8;21013,4;6;35;1496;233;939;102,7;310;1410;72,3;638;2396;29,9;4368;20078;17,8;8828;37307;10,7;24405;98004;7,5;21951;104135;8,6;115013;506261;5,6;300179;1280166;3,5;1;1484,1;2;593,6;107;13,8;146;10,1;2219;1,6;3974;2,5;11079;4,2;17937;12;52201;2,3;413259;2,6;FY 915 3671;;
20222077;MARDI   ;27/09/2022;1;27/11/2022;34;4;44;20;21;3;1;-4-20-21-34-44-;-1-3-;0;0;0;0;4;128443,8;0;3;40025,9;7;28;1335,7;84;493;139,7;222;1039;70,1;241;1145;44,6;3421;16185;15,8;4884;23499;12,1;11297;54838;9,6;19598;90109;7,1;77980;357150;5,6;172650;796179;4,1;0;0;4;484,2;32;33,6;90;11,9;1547;1,7;2230;3,2;8701;3,8;14686;10,6;35277;2,5;321680;2,4;TC 019 1387;;
20222076;VENDREDI;23/09/2022;6;23/11/2022;22;35;48;15;14;8;3;-14-15-22-35-48-;-3-8-;0;1;193007524;1;8;144591,6;3;7;38621;13;78;1079,5;244;1223;126,8;661;3125;52,4;554;2570;44,8;10000;46012;12,5;12385;55468;11,5;25709;116597;10,2;56271;251145;5,7;189508;826670;5,5;394915;1738164;4,2;1;2387,9;6;318,3;94;25,4;256;9,3;4141;1,4;5210;3;23228;3,2;39423;8,8;79836;2,4;740685;2,3;HI 522 2752;;
20222075;MARDI   ;20/09/2022;5;20/11/2022;21;11;32;48;23;12;3;-11-21-23-32-48-;-3-12-;0;0;0;1;7;122581,8;1;11;18231,4;6;41;1523,5;212;999;115,1;341;1771;68,6;509;2396;35,6;5360;25261;16,9;9411;43062;11;22454;103568;8,5;28485;130620;8,2;133488;605372;5,5;326197;1453014;3,7;1;1752,6;0;0;81;38,9;149;11,7;2430;1,8;4051;2,8;12824;4,3;21550;11,8;57271;2,5;491152;2,5;PM 917 4088;;
20222074;VENDREDI;16/09/2022;4;16/11/2022;49;10;45;36;27;3;4;-10-27-36-45-49-;-3-4-;0;0;0;2;6;178373,6;1;7;35733,3;7;38;2050,2;268;1121;128;418;2009;75,5;528;2347;45,4;6819;31691;16,8;11027;50031;11,8;22535;105337;10,5;38441;177657;7,5;164491;733690;5,7;343268;1541747;4,4;0;0;1;3893,3;112;19,3;179;12;2861;1,8;4741;3;16230;4,1;27916;11,3;70077;2,5;691163;2,2;FD 829 8683;;
20222073;MARDI   ;13/09/2022;3;13/11/2022;40;9;12;15;47;1;11;-9-12-15-40-47-;-1-11-;0;0;0;0;2;415209,7;3;9;21564,7;8;31;1950;165;725;153,5;339;1694;69,4;446;1813;45,6;5056;23218;17,8;7948;35047;13,1;21640;91240;9,4;27767;126596;8,2;122338;529536;6,1;327175;1375378;3,8;0;0;5;624,5;79;21,9;166;10,4;2251;1,9;3421;3,3;12558;4,3;20933;12,1;52937;2,7;456929;2,7;DP 921 0829;;
20222072;VENDREDI;09/09/2022;Super Jackpot et tirages suivants;09/11/2022;26;17;23;24;27;4;9;-17-23-24-26-27-;-4-9-;0;0;0;1;7;164877,8;3;11;24522;22;71;1183,3;429;1547;100;993;3846;42,5;895;3427;33,5;14226;57158;10;17757;65480;9,7;41440;147134;8,1;71175;282824;5,1;242834;935906;4,8;538702;2053887;3,5;1;2722,7;7;311,1;190;14,3;419;6,4;5999;1,1;7428;2,4;29700;2,8;42757;9,2;102171;2,1;755850;2,6;VD 907 1255;;
20222071;MARDI   ;06/09/2022;1;06/11/2022;10;44;7;29;22;4;5;-7-10-22-29-44-;-4-5-;0;0;0;2;8;66901,2;3;8;15635,9;12;38;1025,3;218;916;78,3;348;1529;49,6;523;1868;28,5;4544;20167;13,2;9333;36811;8;18862;73191;7,5;21584;98756;6,7;107981;465267;4,5;223984;933795;3,6;1;1143,3;6;152,4;97;11,7;140;8,1;1955;1,4;4044;1,8;9576;3,7;14619;11,4;47377;1,9;326483;2,5;KB 963 1015;;
20222070;VENDREDI;02/09/2022;10;02/11/2022;7;45;12;20;13;3;12;-7-12-13-20-45-;-3-12-;0;1;128491607;1;5;193666,8;3;17;13312,6;7;40;1762,2;304;1227;105,8;477;2083;65,9;743;2875;33,5;6500;29649;16,2;13445;55173;9,7;32141;129049;7,7;31864;150508;8;174639;747913;5,1;422795;1778737;3,4;0;0;4;859,4;126;15,1;206;9,2;3027;1,5;5854;2,1;14842;4;21388;13;75521;2;500293;2,7;VE 788 1169;;
20222069;MARDI   ;30/08/2022;9;30/10/2022;6;10;4;15;19;1;4;-4-6-10-15-19-;-1-4-;0;0;0;3;6;117055,2;6;18;9119,2;16;44;1161,9;454;1507;62,4;572;2278;43,7;791;2787;25,1;6897;28293;12,3;12737;48513;8;26260;102550;7;29526;128023;6,8;139154;574500;4,8;304085;1287400;3,4;1;1419,2;6;189,2;187;7,5;235;6;2845;1,2;5221;1,8;12184;3,6;17220;12;58315;2;372834;2,7;RJ 754 0942;;
20222068;VENDREDI;26/08/2022;8;26/10/2022;22;23;44;25;38;12;11;-22-23-25-38-44-;-11-12-;0;0;0;1;6;143631,3;2;9;22379,3;4;36;1742,6;159;761;151,8;335;1559;78,3;499;2228;38,5;4351;22218;19,3;7443;36246;13,2;22154;103764;8,5;23317;117951;9,1;110873;526132;6,4;331956;1503262;3,6;1;1715,6;2;686,2;61;28,1;168;10,2;2033;2,1;3387;3,3;10888;4,9;17817;14;50085;2,8;425167;2,9;DV 256 7501;;
20222067;MARDI   ;23/08/2022;7;23/10/2022;48;39;26;19;31;2;3;-19-26-31-39-48-;-2-3-;0;0;0;0;0;0;1;5;152669,5;5;22;2047,3;154;688;120,5;244;1150;76,2;277;1299;47,4;3757;18375;16,7;6076;29118;11,8;12288;59930;10,6;22505;106314;7,2;97400;444562;5,4;190057;893378;4,4;0;0;3;749,9;71;17,6;121;10,3;1691;1,8;2646;3,1;9790;4;18325;9,9;42237;2,4;412131;2,2;OY 818 0342;;
20222066;VENDREDI;19/08/2022;6;19/10/2022;9;2;19;38;13;2;6;-2-9-13-19-38-;-2-6-;0;0;0;3;8;95084;4;11;16161,9;8;58;954,7;267;1092;93,4;756;2913;37;456;2104;36;9262;38526;9,8;11992;48895;8,6;22555;97525;8;41005;176398;5,4;147978;638876;4,6;292426;1328725;3,6;1;1471,3;4;294,2;121;12,1;346;4,2;3762;0,9;5084;1,9;16992;2,7;23194;9,2;63696;1,9;419753;2,5;GZ 976 4317;;
20222065;MARDI   ;16/08/2022;5;16/10/2022;10;25;14;39;32;7;8;-10-14-25-32-39-;-7-8-;0;0;0;0;1;553832,8;2;8;16179,9;8;32;1259,9;148;688;107,9;252;1283;61,1;266;1353;40,7;3895;18294;15;6177;29745;10,3;11441;56424;10,1;21509;98087;7;93080;432022;5;169809;825623;4,2;0;0;4;497,8;75;14,7;91;12,1;1678;1,6;2675;2,7;9331;3,7;15774;10,2;40970;2,2;371034;2,1;UR 407 6925;;
20222064;VENDREDI;12/08/2022;4;12/10/2022;14;42;35;17;34;10;6;-14-17-34-35-42-;-6-10-;0;0;0;0;1;734594,7;1;5;34337,3;7;33;1620,4;160;779;126,4;362;1605;64,8;389;1913;38,2;4680;22802;16;7212;33419;12,2;16405;80193;9,4;24465;119960;7,6;100327;471237;6,1;236980;1146192;4;0;0;3;881,6;63;23,3;159;9,2;2226;1,6;3285;2,9;11247;4,1;19938;10,7;45215;2,6;429659;2,4;OT 421 0975;;
20222063;MARDI   ;09/08/2022;3;09/10/2022;47;18;21;19;27;11;5;-18-19-21-27-47-;-5-11-;0;0;0;1;1;548278,9;2;5;25628,3;2;22;1814,2;130;553;132,9;273;1356;57,3;259;1267;43,1;3935;19501;14;6046;28461;10,7;14680;64345;8,8;19633;99093;6,9;91074;419668;5,1;216444;943205;3,6;0;0;0;0;64;50,1;121;9,4;1762;1,6;2742;2,7;9178;3,9;14234;11,7;40598;2,3;313831;2,6;BE 416 8336;;
20222062;VENDREDI;05/08/2022;2;05/10/2022;29;3;44;33;35;10;8;-3-29-33-35-44-;-8-10-;0;0;0;1;3;232396,3;0;5;32588,9;11;43;1180,3;117;594;157,3;297;1343;73,5;303;1444;48;4233;19596;17,7;6429;29962;12,9;16045;72826;9,9;23980;106863;8,1;95387;449494;6,1;231514;1086210;4;1;1445,2;6;192,7;65;22,2;149;9,6;2001;1,8;2908;3,3;11478;3,9;19560;10,7;43520;2,7;412875;2,5;QG 617 5022;;
20222061;MARDI   ;02/08/2022;1;02/10/2022;28;48;18;40;7;11;8;-7-18-28-40-48-;-8-11-;0;0;0;1;4;128508,6;0;3;40046,1;2;28;1336,4;152;624;110,4;255;1233;59,1;341;1374;37,2;3373;16037;15,9;5965;27347;10,4;13456;58837;9;17060;82240;7,8;79145;358935;5,6;191790;834701;3,9;1;1100,1;2;440;61;18;125;8,8;1649;1,6;2675;2,7;8343;4,1;13495;11,9;36869;2,4;304137;2,6;EZ 401 9100;;
20222060;VENDREDI;29/07/2022;3;28/09/2022;38;48;43;23;3;8;3;-3-23-38-43-48-;-3-8-;0;1;41717625;1;3;247760,3;2;9;19301,8;12;52;1040,5;208;886;112,4;507;2530;41,6;375;1674;44,2;6881;32761;11,3;8097;39072;10,5;15592;73325;10,4;38493;173838;5,3;117139;528289;5,5;231786;1053160;4,4;0;0;6;478,5;90;17,7;209;7,6;2885;1,3;3572;2,9;16275;3;26452;8,8;52311;2,5;495803;2,3;TZ 884 3683;;
