annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;numero_jokerplus;devise;
2019072;LUNDI   ;17/06/2019;17/08/2019;20;49;31;12;13;2;12-13-20-31-49+2;0;3000000;1;100000;39;1000;361;500;1402;50;16429;20;19804;10;221684;5;230049;2,2;10;20000;D 1783 4745,V 8168 0179,G 2174 3995,Q 1750 4915,U 5740 0500,D 8269 3616,M 9239 4419,J 8800 0174,Q 6000 5837,T 0133 2951;0 062 009;eur;
2019071;SAMEDI  ;15/06/2019;15/08/2019;2;13;20;30;37;6;2-13-20-30-37+6;0;2000000;0;100000;49;1000;562;500;2450;50;24514;20;34656;10;340906;5;448338;2,2;10;20000;U 8024 2742,T 6587 4934,T 6528 0507,N 8454 1879,N 7128 8060,M 5134 2093,M 8518 6680,B 5950 5329,C 1636 4114,T 1255 0718;6 442 007;eur;
2019070;MERCREDI;12/06/2019;12/08/2019;25;31;45;38;3;9;3-25-31-38-45+9;1;7000000;0;100000;33;1000;343;500;1659;50;15250;20;24846;10;232369;5;370287;2,2;10;20000;T 8159 3883,Q 9520 7900,R 7749 4580,B 9016 5310,P 3060 4207,P 0334 4569,A 8023 3998,F 4497 8969,O 5991 1005,C 5274 6112;0 833 191;eur;
2019069;LUNDI   ;10/06/2019;10/08/2019;9;24;18;49;39;8;9-18-24-39-49+8;0;6000000;2;100000;40;1000;360;500;1410;50;13089;20;20056;10;181879;5;270019;2,2;10;20000;S 0177 2985,N 6172 8280,J 1181 1663,R 6586 1796,W 1412 0749,R 6549 4410,D 8696 7654,W 1400 8871,W 1407 5856,V 6387 6950;9 003 651;eur;
2019068;SAMEDI  ;08/06/2019;08/08/2019;14;41;9;10;45;1;9-10-14-41-45+1;0;5000000;2;100000;54;1000;423;500;1963;50;22493;20;30007;10;352864;5;388749;2,2;10;20000;A 5578 4813,C 9652 7951,U 9181 0981,B 1090 7550,E 8333 8266,T 9315 3435,M 1418 9905,M 0925 4444,H 2458 8277,R 8201 1353;7 972 704;eur;
2019067;MERCREDI;05/06/2019;05/08/2019;28;47;26;38;17;7;17-26-28-38-47+7;0;4000000;1;100000;43;1000;335;500;2464;50;14056;20;37486;10;207807;5;537195;2,2;10;20000;S 6405 5727,P 9071 2786,A 7126 8910,T 4302 6783,O 1858 3200,M 0070 2822,R 9644 6209,W 1391 8465,C 1306 6788,U 9556 2225;0 372 859;eur;
2019066;LUNDI   ;03/06/2019;03/08/2019;42;12;9;41;33;1;9-12-33-41-42+1;0;3000000;3;100000;19;1000;318;500;971;50;12493;20;15609;10;190235;5;211640;2,2;10;20000;A 5428 0086,B 2800 4205,E 4063 9752,V 0658 0218,D 4576 1656,B 9717 2270,H 5110 7898,B 5169 2301,F 6594 3039,U 7038 5772;7 193 080;eur;
2019065;SAMEDI  ;01/06/2019;01/08/2019;35;26;13;45;20;3;13-20-26-35-45+3;0;2000000;1;100000;48;1000;446;500;2284;50;20005;20;34887;10;296202;5;485439;2,2;10;20000;J 3667 4088,M 9031 7414,T 0047 2016,H 3527 0860,G 5118 2972,I 7391 5229,F 5401 0027,I 5907 3859,G 2613 6693,K 3338 3641;7 773 118;eur;
2019064;MERCREDI;29/05/2019;29/07/2019;36;48;14;13;6;2;6-13-14-36-48+2;1;12000000;2;100000;30;1000;370;500;1695;50;18079;20;25710;10;283491;5;352581;2,2;10;20000;J 8565 8157,U 3670 2112,R 8003 9417,C 7049 4102,O 2541 0167,U 9079 8292,H 5217 1797,V 2868 2803,I 0217 1844,J 9402 9629;5 682 214;eur;
2019063;LUNDI   ;27/05/2019;27/07/2019;33;13;28;18;42;9;13-18-28-33-42+9;0;11000000;1;100000;23;1000;456;500;1789;50;17445;20;25552;10;238956;5;317553;2,2;10;20000;A 6212 6913,F 8645 6468,H 1571 6118,U 0464 5428,J 4313 4919,R 2016 9245,C 6782 8464,U 2057 2020,P 5683 6675,B 8531 1401;8 850 305;eur;
2019062;SAMEDI  ;25/05/2019;25/07/2019;42;47;2;13;43;10;2-13-42-43-47+10;0;10000000;0;100000;42;1000;436;500;2260;50;24120;20;34681;10;387323;5;509636;2,2;10;20000;F 6901 2518,U 3972 1550,T 4562 5063,L 5538 5688,Q 8199 8789,F 9661 3080,W 1332 0630,H 0774 5513,K 0642 2020,I 6284 3150;6 655 258;eur;
2019061;MERCREDI;22/05/2019;22/07/2019;1;48;27;49;37;1;1-27-37-48-49+1;0;4000000;0;100000;35;1000;285;500;1473;50;14480;20;19071;10;212479;5;262661;2,2;10;20000;A 3857 2082,P 9132 6685,K 9256 0068,W 1325 2087,M 1962 7552,V 6642 8508,W 1328 4000,V 6040 7642,E 0710 1019,W 1329 0224;9 037 970;eur;
2019060;LUNDI   ;20/05/2019;20/07/2019;32;14;43;29;41;1;14-29-32-41-43+1;0;3000000;0;100000;21;1000;302;500;883;50;10793;20;12700;10;155821;5;212084;2,2;10;20000;Q 4799 6330,B 6989 1889,E 3773 4292,P 7044 9420,W 1288 2344,I 6264 4724,N 5949 7829,K 9142 0865,S 0641 7944,P 8544 6764;2 441 067;eur;
2019059;SAMEDI  ;18/05/2019;18/07/2019;19;4;10;42;46;5;4-10-19-42-46+5;0;2000000;0;100000;73;1000;530;500;2858;50;22604;20;41278;10;324840;5;554897;2,2;10;20000;N 0811 3406,B 4306 6849,H 5491 8532,I 5115 7864,P 3249 5267,F 7024 6549,B 5923 9884,I 6160 2134,J 3228 3680,I 2364 0346;9 026 936;eur;
2019058;MERCREDI;15/05/2019;15/07/2019;38;44;46;27;42;1;27-38-42-44-46+1;1;21000000;0;100000;48;1000;560;500;1549;50;19528;20;21854;10;261043;5;375916;2,2;10;20000;I 1394 8619,C 8582 4615,P 1100 5732,R 4704 8561,M 9970 6248,L 5495 0835,V 5408 5314,T 7220 7808,W 1305 4773,T 4791 9110;3 260 735;eur;
2019057;LUNDI   ;13/05/2019;13/07/2019;15;24;37;40;41;4;15-24-37-40-41+4;0;20000000;1;100000;43;1000;323;500;1893;50;14394;20;28535;10;225657;5;422437;2,2;10;20000;O 8363 2957,U 4047 9239,Q 5741 2084,W 1285 8354,C 6349 4816,E 0294 0718,K 2203 1766,G 3725 2419,L 2519 0770,L 9806 0376;7 509 133;eur;
2019056;SAMEDI  ;11/05/2019;11/07/2019;24;44;34;19;45;2;19-24-34-44-45+2;0;19000000;3;100000;40;1000;601;500;2287;50;25095;20;35331;10;379451;5;525388;2,2;10;20000;G 4925 7682,J 2167 1352,R 6270 8263,K 5729 0931,N 7012 4013,L 6826 5993,B 2540 7411,V 3993 6903,G 0659 7979,B 7557 3033;2 281 937;eur;
2019055;MERCREDI;08/05/2019;08/07/2019;2;16;4;20;35;5;2-4-16-20-35+5;0;18000000;1;100000;54;1000;425;500;2417;50;19358;20;34769;10;268798;5;483454;2,2;10;20000;F 8358 9650,N 2944 1403,I 2715 7044,N 6362 1366,U 7681 4011,T 5631 2226,W 1233 2959,L 3363 4103,U 1034 8745,P 8087 9564;9 848 749;eur;
2019054;LUNDI   ;06/05/2019;06/07/2019;23;38;5;24;35;3;5-23-24-35-38+3;0;17000000;1;100000;26;1000;289;500;1768;50;14348;20;26882;10;226673;5;366150;2,2;10;20000;S 5974 3701,T 1822 1640,P 9158 1128,T 0666 8942,V 5262 6861,T 1523 6691,R 2208 1717,V 3338 1817,T 0852 2883,Q 5357 4127;4 384 632;eur;
2019053;SAMEDI  ;04/05/2019;04/07/2019;38;18;3;24;29;9;3-18-24-29-38+9;0;16000000;2;100000;87;1000;651;500;3325;50;29007;20;44095;10;404035;5;562366;2,2;10;20000;A 7552 5830,E 5628 9680,R 1571 5132,P 7293 9154,A 1606 2058,M 5918 0576,P 4241 1752,K 0013 9782,D 2097 7978,V 7460 9142;5 866 422;eur;
2019052;MERCREDI;01/05/2019;01/07/2019;26;48;25;16;34;8;16-25-26-34-48+8;0;15000000;2;100000;27;1000;260;500;1725;50;14097;20;24788;10;215394;5;379556;2,2;10;20000;R 4977 2530,M 9188 0592,F 9434 4003,O 0240 3314,W 1182 9217,F 8705 9751,H 5220 3344,N 9479 1542,V 7424 7666,N 4844 7046;1 811 975;eur;
2019051;LUNDI   ;29/04/2019;29/06/2019;33;43;39;6;29;2;6-29-33-39-43+2;0;14000000;0;100000;33;1000;278;500;1114;50;12589;20;17853;10;199031;5;281151;2,2;10;20000;N 0296 5204,S 5966 5923,D 7379 5214,T 8977 7858,L 8512 5961,E 6273 0102,S 5088 7063,N 3645 8471,U 1756 4046,V 8191 5422;7 672 978;eur;
2019050;SAMEDI  ;27/04/2019;27/06/2019;27;17;26;25;33;2;17-25-26-27-33+2;0;13000000;5;100000;54;1000;469;500;2366;50;26356;20;35538;10;390889;5;461685;2,2;10;20000;O 8650 4046,B 8525 0153,M 4291 3011,Q 3658 9193,S 7185 5202,U 3359 9288,H 6473 4887,G 0403 0293,V 3252 1125,C 3772 4123;6 289 845;eur;
2019049;MERCREDI;24/04/2019;24/06/2019;3;11;35;13;15;3;3-11-13-15-35+3;0;12000000;1;100000;105;1000;589;500;3663;50;24503;20;41242;10;314142;5;394512;2,2;10;20000;C 9169 2541,I 9979 7107,W 1142 2960,F 0553 0695,O 5659 5242,B 5118 1638,A 6370 5608,Q 0945 1571,O 2067 3025,B 9884 6020;1 176 101;eur;
2019048;LUNDI   ;22/04/2019;22/06/2019;39;7;21;29;5;7;5-7-21-29-39+7;0;11000000;1;100000;62;1000;357;500;2974;50;15870;20;38188;10;204380;5;402675;2,2;10;20000;V 6078 8055,B 0123 1883,O 3823 8216,R 4507 9676,K 9125 0194,L 3126 8186,C 5440 8126,N 3213 2599,P 3564 0990,C 2313 4787;3 505 049;eur;
2019047;SAMEDI  ;20/04/2019;20/06/2019;4;30;15;49;45;3;4-15-30-45-49+3;0;10000000;6;100000;59;1000;605;500;2640;50;25562;20;40926;10;377564;5;613556;2,2;10;20000;P 1438 1660,V 4287 9876,H 7827 9507,J 0104 8482,I 8886 5908,O 4888 6444,U 9668 4305,J 5423 7026,E 0380 4891,F 2845 9858;8 512 812;eur;
2019046;MERCREDI;17/04/2019;17/06/2019;29;17;34;48;8;3;8-17-29-34-48+3;0;2000000;2;100000;44;1000;359;500;1821;50;15172;20;25217;10;215199;5;355694;2,2;10;20000;R 2381 8373,U 6436 8934,W 1096 5393,U 9950 5216,J 3543 3796,D 5825 7033,N 1305 4678,D 8155 9374,F 1998 6246,R 6688 4855;9 484 635;eur;
2019045;LUNDI   ;15/04/2019;15/06/2019;32;44;40;17;38;6;17-32-38-40-44+6;1;3000000;1;100000;16;1000;247;500;1050;50;10126;20;14950;10;143738;5;261074;2,2;10;20000;S 2241 9886,T 5685 5048,M 5863 3986,T 6794 8271,M 6684 2168,E 8190 1910,P 2234 3232,P 2199 4274,L 3176 0795,L 2778 2788;8 691 645;eur;
2019044;SAMEDI  ;13/04/2019;13/06/2019;17;9;1;24;46;8;1-9-17-24-46+8;0;2000000;1;100000;71;1000;724;500;2928;50;27725;20;39532;10;361683;5;485529;2,2;10;20000;Q 2046 7025,V 6586 8311,Q 6608 3739,W 1091 9424,H 5047 7046,K 8000 7623,F 0944 1399,I 4529 4761,O 3294 2769,V 1384 5180;9 943 715;eur;
2019043;MERCREDI;10/04/2019;10/06/2019;22;23;14;42;16;5;14-16-22-23-42+5;1;2000000;2;100000;45;1000;372;500;2347;50;16712;20;32529;10;237221;5;407648;2,2;10;20000;O 9899 2683,U 5635 6307,F 5901 5400,R 8996 6122,G 8075 5245,Q 8983 5043,H 0056 0298,N 2849 0185,M 9277 1974,E 8805 9984;5 086 703;eur;
2019042;LUNDI   ;08/04/2019;08/06/2019;24;9;26;15;13;9;9-13-15-24-26+9;1;2000000;8;100000;69;1000;673;500;2264;50;21132;20;26228;10;240400;5;257210;2,2;10;20000;I 7236 0936,W 1080 0252,N 5475 6574,R 2344 2550,O 4325 5766,W 1080 1228,A 7086 0692,Q 5602 5776,F 0760 8354,P 1237 3628;4 164 131;eur;
2019041;SAMEDI  ;06/04/2019;06/06/2019;19;26;13;27;24;7;13-19-24-26-27+7;1;9000000;5;100000;132;1000;787;500;6116;50;32739;20;74808;10;408272;5;746104;2,2;10;20000;R 2317 6883,N 0487 6838,O 8276 4109,K 5890 8637,N 5310 4541,A 1513 5435,S 1939 7207,G 9581 0911,A 0469 1399,P 4156 9560;1 190 178;eur;
2019040;MERCREDI;03/04/2019;03/06/2019;16;38;18;45;10;3;10-16-18-38-45+3;0;8000000;1;100000;37;1000;384;500;1903;50;16512;20;28605;10;245025;5;396414;2,2;10;20000;A 3413 6682,Q 6686 0256,G 8339 5369,E 5822 5326,O 6426 9621,P 4140 8602,L 5901 8691,F 5067 1333,H 1112 1347,L 3502 5154;8 798 381;eur;
2019039;LUNDI   ;01/04/2019;01/06/2019;32;14;35;46;11;10;11-14-32-35-46+10;0;7000000;0;100000;22;1000;207;500;988;50;10806;20;15342;10;175354;5;237355;2,2;10;20000;J 5958 1709,Q 4748 5278,W 1052 0388,A 6840 6797,N 7856 8171,A 0099 0547,A 0299 0513,F 1519 8342,O 9434 4592,D 5715 5378;2 119 906;eur;
2019038;SAMEDI  ;30/03/2019;30/05/2019;15;44;41;3;2;3;2-3-15-41-44+3;0;6000000;3;100000;34;1000;346;500;2276;50;18225;20;37095;10;306820;5;518643;2,2;10;20000;J 6220 5183,G 5721 4724,O 3056 4384,S 2155 1629,E 7603 4355,R 8498 2002,P 3939 6536,O 6837 3523,J 8686 3929,B 0787 9020;4 470 636;eur;
2019037;MERCREDI;27/03/2019;27/05/2019;49;45;25;10;19;1;10-19-25-45-49+1;0;5000000;3;100000;36;1000;474;500;1559;50;19245;20;21707;10;265750;5;263298;2,2;10;20000;R 8413 5760,J 6814 1199,J 8262 5014,E 3021 5847,M 2929 1962,W 1031 3593,J 7166 4302,U 5831 5950,F 8645 2187,H 0624 3155;1 047 946;eur;
2019036;LUNDI   ;25/03/2019;25/05/2019;46;47;23;22;24;2;22-23-24-46-47+2;0;4000000;1;100000;21;1000;200;500;879;50;9285;20;14822;10;163388;5;229775;2,2;10;20000;A 1743 2221,P 3262 3316,B 0889 7730,I 6858 0643,W 1025 5218,D 5658 8498,U 6014 0410,T 8659 7741,S 7956 9774,E 7185 9911;2 137 631;eur;
2019035;SAMEDI  ;23/03/2019;23/05/2019;12;1;40;28;26;6;1-12-26-28-40+6;0;3000000;4;100000;55;1000;566;500;2480;50;25041;20;34960;10;347501;5;427153;2,2;10;20000;Q 5694 4987,M 8494 1893,E 4547 8813,S 1834 1602,U 9814 4016,L 9762 6437,V 6725 7948,O 6451 3495,Q 2222 4197,L 8875 3152;1 547 886;eur;
2019034;MERCREDI;20/03/2019;20/05/2019;13;3;21;2;40;8;2-3-13-21-40+8;0;2000000;0;100000;47;1000;394;500;2123;50;19188;20;28941;10;261020;5;347072;2,2;10;20000;N 2860 2566,H 7232 2179,G 2465 7828,F 3650 0276,U 5405 5887,A 5536 7322,Q 6138 7829,W 1007 6593,B 0318 9102,T 6496 4481;6 574 057;eur;
2019033;LUNDI   ;18/03/2019;18/05/2019;38;23;45;24;44;6;23-24-38-44-45+6;1;2000000;0;100000;28;1000;176;500;1020;50;9312;20;16344;10;156947;5;255138;2,2;10;20000;G 5077 0590,V 4639 7846,B 3522 5890,G 3804 0314,J 8557 1943,F 1401 6587,J 4724 6766,R 7166 4125,F 3030 7205,N 1299 9471;5 194 922;eur;
2019032;SAMEDI  ;16/03/2019;16/05/2019;33;19;1;31;22;1;1-19-22-31-33+1;1;6000000;4;100000;54;1000;604;500;2609;50;27333;20;32519;10;371477;5;372637;2,2;10;20000;A 5871 3239,F 1886 0998,U 6570 2949,F 3478 2556,C 9973 0381,D 8651 5114,H 9063 8336,L 1419 1988,F 4533 4462,U 2810 9942;3 107 826;eur;
2019031;MERCREDI;13/03/2019;13/05/2019;29;5;20;8;32;3;5-8-20-29-32+3;0;5000000;3;100000;57;1000;501;500;2393;50;19902;20;32018;10;270465;5;389244;2,2;10;20000;R 0161 5113,O 9936 5567,I 0546 0793,I 1326 1277,G 5067 2840,O 4036 0631,K 0036 0771,S 2569 4654,E 8146 0923,V 8107 2809;3 999 277;eur;
2019030;LUNDI   ;11/03/2019;11/05/2019;25;24;16;6;5;1;5-6-16-24-25+1;0;4000000;4;100000;45;1000;434;500;1571;50;18679;20;19633;10;241448;5;214798;2,2;10;20000;F 4032 3418,P 1001 8557,H 9654 9447,T 4504 5491,A 2634 5105,G 0127 9174,T 4292 3656,S 5259 4164,A 3977 7383,D 1589 6516;7 792 233;eur;
2019029;SAMEDI  ;09/03/2019;09/05/2019;32;47;43;35;15;10;15-32-35-43-47+10;0;3000000;2;100000;57;1000;394;500;1578;50;17398;20;23930;10;258760;5;401165;2,2;10;20000;K 3726 3369,L 3919 1977,O 7942 8914,Q 5087 3096,E 7363 2838,R 7468 2207,K 3789 7083,S 2502 4581,A 2596 1380,H 7984 0366;9 943 811;eur;
2019028;MERCREDI;06/03/2019;06/05/2019;14;23;15;44;46;5;14-15-23-44-46+5;0;2000000;0;100000;33;1000;230;500;1856;50;13210;20;29168;10;212573;5;414328;2,2;10;20000;H 5464 7652,C 7943 9332,R 6418 7527,P 2298 0074,O 3742 5315,K 2625 2134,H 0502 1771,U 8653 5922,G 3496 7289,G 2716 9207;3 025 613;eur;
2019027;LUNDI   ;04/03/2019;04/05/2019;4;15;11;36;33;2;4-11-15-33-36+2;1;7000000;1;100000;35;1000;297;500;1346;50;14756;20;19136;10;219462;5;250715;2,2;10;20000;B 7806 7662,S 7064 1060,F 8342 1119,D 3264 1718,Q 1499 2269,H 1615 5352,K 4834 8080,C 5926 6395,D 7647 9312,B 8771 1318;7 247 034;eur;
2019026;SAMEDI  ;02/03/2019;02/05/2019;46;42;38;25;16;9;16-25-38-42-46+9;0;6000000;2;100000;47;1000;425;500;2068;50;19176;20;30230;10;283722;5;512200;2,2;10;20000;E 7273 7397,C 0682 3287,B 0645 4648,M 8540 2902,L 3650 5674,D 9614 8237,P 9392 4467,G 8988 1486,S 3851 8346,T 8172 5852;1 672 923;eur;
2019025;MERCREDI;27/02/2019;29/04/2019;14;1;34;19;4;2;1-4-14-19-34+2;0;5000000;0;100000;31;1000;416;500;1701;50;20187;20;24153;10;272639;5;300927;2,2;10;20000;B 4264 0717,D 5034 5096,L 6286 9771,Q 4467 6175,I 4667 4632,A 7173 2906,H 4359 2539,J 7325 1161,Q 5541 3430,N 5449 9493;2 433 121;eur;
