annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;promotion_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus;devise;
20211066;MERCREDI;02/06/2021;01/09/2021;33;34;25;3;26;6;3-25-26-33-34+6;2;1500000;2;88470,8;29;1489,2;235;662,8;1264;73,6;12343;27,1;21832;11,9;210762;4,8;322406;2,2;10;20000;D 9450 1990,P 3874 0682,E 8248 6851,A 8904 8980,R 2916 3660,A 3023 4840,T 3467 4996,P 2301 6506,E 4240 7884,K 8050 7689;6;9;22;39;48;;6-9-22-39-48;1;113391;217;521,9;9440;30,8;141860;3;2 495 304;eur;
20211065;LUNDI   ;31/05/2021;30/08/2021;25;3;13;32;47;9;3-13-25-32-47+9;0;2000000;2;69046,9;35;963;306;397,2;1343;54;12670;20,6;19507;10,4;180970;4,4;261841;2,2;10;20000;T 0432 1122,J 2544 4740,F 6116 2082,Q 8767 7693,M 1680 9739,R 4543 9097,P 6312 4511,S 1002 8920,U 2502 4242,L 8190 7416;12;27;31;35;37;;12-27-31-35-37;0;100000;170;585,1;7241;35,3;108859;3;1 251 390;eur;
20211064;SAMEDI  ;29/05/2021;28/08/2021;32;4;36;44;9;3;4-9-32-36-44+3;2;8500000;3;91529,5;46;1456,9;420;575,5;2466;58,5;21556;24,1;38606;10,4;337923;4,7;588171;2,2;10;20000;K 7135 4795,N 0509 7887,C 2459 0023,B 3284 6459,T 2633 2526,O 3353 5371,I 9309 0658,Q 0268 1235,C 5202 0174,T 6210 2444;7;22;30;32;42;;7-22-30-32-42;2;88169;314;583,9;14785;31,8;212017;3;2 506 645;eur;
20211063;MERCREDI;26/05/2021;25/08/2021;20;1;22;5;42;6;1-5-20-22-42+6;0;16000000;5;42112;49;1048,8;491;377,5;2121;52,2;22060;18;30294;10,2;304914;4;375492;2,2;10;20000;Q 5035 4354,W 0722 2789,G 7789 3539,M 3961 9072,L 2867 5845,K 5555 3668,A 8636 3598,U 8272 8067,O 5993 9415,A 4029 7470;12;35;36;45;47;;12-35-36-45-47;2;64561;164;949;8357;47,8;129798;3;1 256 764;eur;
20211062;LUNDI   ;24/05/2021;23/08/2021;11;44;47;29;7;9;7-11-29-44-47+9;0;15000000;2;77725,1;59;643;464;294,9;1965;41,6;18178;16,1;26029;8,7;231697;3,9;309170;2,2;10;20000;N 3311 8116,A 4802 1120,V 1322 8837,Q 0291 0640,F 4788 9648,I 8516 2007,M 5333 0020,F 0252 9158,J 7228 9544,Q 3118 4713;12;23;35;37;42;;12-23-35-37-42;1;100000;214;517,8;7870;36,2;111213;3;4 248 522;eur;
20211061;SAMEDI  ;22/05/2021;21/08/2021;9;2;45;19;7;10;2-7-9-19-45+10;0;14000000;10;28047,3;76;900,7;1040;237,4;3075;47,9;38573;13,7;35710;11,5;442051;3,7;389727;2,2;10;20000;N 4732 2392,D 1337 5638,B 8975 0274,L 7980 4931,I 8878 9221,K 0143 6115,E 7027 2494,F 4434 1588,O 9117 4637,D 2672 6846;10;32;34;37;44;;10-32-34-37-44;1;162457;231;852,9;11093;45,6;161884;3;9 749 350;eur;
20211060;MERCREDI;19/05/2021;18/08/2021;28;17;41;3;23;3;3-17-23-28-41+3;0;6000000;2;88458,3;56;771;441;353,1;2467;37,7;18525;18;32198;8;250135;4,1;361776;2,2;10;20000;E 7745 0623,W 0682 7391,L 3949 0776,J 2424 0058,K 6995 1083,D 9525 8053,G 0778 6082,N 5783 8920,T 9535 4632,I 3725 4285;4;38;45;46;48;;4-38-45-46-48;1;115075;143;1012,7;7098;52,4;108418;3;8 801 486;eur;
20211059;LUNDI   ;17/05/2021;16/08/2021;23;42;3;17;47;4;3-17-23-42-47+4;0;5000000;3;48670,9;21;1697;303;424,2;1436;53,4;13642;20,2;20584;10,4;194969;4,3;283072;2,2;10;20000;S 0891 3787,L 6926 6780,I 4957 4021,G 6518 4938,M 2356 1489,K 1686 5928,O 2370 3048,P 4995 2234,G 9046 8592,D 0430 6933;9;11;17;21;29;;9-11-17-21-29;5;20000;437;156,8;14647;12;157416;3;9 380 098;eur;
20211058;SAMEDI  ;15/05/2021;14/08/2021;7;31;29;24;47;3;7-24-29-31-47+3;0;4000000;1;232139,5;61;928,8;519;393,7;2769;44,1;22672;19,3;38460;8,8;324465;4,1;493098;2,2;10;20000;V 2316 7754,F 7766 0132,A 1191 5685,A 5109 6655,M 1065 3656,O 5937 1833,U 8761 6556,D 3443 7053,H 7840 9809,J 3313 4908;3;8;12;20;28;;3-8-12-20-28;7;21815;821;137,4;22678;12,7;238321;3;0 771 849;eur;
20211057;MERCREDI;12/05/2021;11/08/2021;19;11;22;36;9;1;9-11-19-22-36+1;0;3000000;2;97435,1;47;1011,9;637;269,3;1960;52,3;25189;14,6;24263;11,8;301514;3,7;259625;2,2;10;20000;B 4235 4800,C 3683 1841,G 9451 3304,G 6128 0962,M 5830 3587,V 1155 7246,T 6648 3105,M 2724 0603,D 7817 3290,I 7888 2512;1;12;22;31;36;;1-12-22-31-36;2;58436;226;503,4;10380;28,1;149743;3;5 066 748;eur;
20211056;LUNDI   ;10/05/2021;09/08/2021;44;12;13;17;27;10;12-13-17-27-44+10;0;2000000;4;37905,7;33;1121,4;472;282,7;1508;52,8;19062;15;18763;11,9;242955;3,6;209623;2,2;10;20000;B 9838 2867,K 7041 5218,M 6868 1476,B 3426 5937,T 8906 6008,Q 3029 9854,L 2918 0145,G 5567 7688,E 0122 9308,M 7572 9991;11;34;36;39;47;;11-34-36-39-47;0;100000;123;985,7;5821;53,5;89492;3;8 277 120;eur;
20211055;SAMEDI  ;08/05/2021;07/08/2021;41;35;40;6;24;6;6-24-35-40-41+6;1;7000000;0;251864,3;36;8703,8;353;628,1;1799;73,6;16243;29,3;28449;13;263083;5,5;438055;2,2;10;20000;B 1349 9222,W 0642 8520,K 5434 6736,Q 0885 7018,N 2690 3739,I 4038 3746,P 7563 8526,V 5251 5701,U 0445 5464,D 8960 6209;2;8;31;33;46;;2-8-31-33-46;1;155059;183;954,6;10823;41,5;170406;3;5 156 046;eur;
20211054;MERCREDI;05/05/2021;04/08/2021;36;48;46;41;8;6;8-36-41-46-48+6;0;6000000;0;189526,4;22;10717,5;218;765,3;1258;79,2;11007;32,6;19514;14,3;180857;6,1;336538;2,2;10;20000;U 3220 9926,N 5449 6494,T 5994 0305,T 4602 8482,C 0831 3257,R 9056 0623,R 5822 4340,Q 5020 4015,D 7757 3292,D 4242 3708;2;4;39;45;47;;2-4-39-45-47;2;59658;130;1104,8;7097;52;120176;3;4 748 018;eur;
20211053;LUNDI   ;03/05/2021;02/08/2021;44;8;11;48;37;6;8-11-37-44-48+6;0;5000000;1;154481;26;1450,1;256;531,2;1255;64,7;12897;22,6;18993;11,9;191830;4,6;270506;2,2;10;20000;C 7520 4229,J 6738 8657,I 8089 2936,E 0562 2983,F 9864 2889,C 6258 9809,N 9067 8002,J 9086 2944,K 6392 8925,T 1068 3515;10;13;14;23;47;;10-13-14-23-47;1;100744;214;415,1;10005;22,8;140091;3;9 958 640;eur;
20211052;SAMEDI  ;01/05/2021;31/07/2021;27;25;5;34;38;7;5-25-27-34-38+7;0;4000000;0;189430,2;50;4713,3;368;453,1;2984;33,3;18237;19,6;44825;6,2;275644;4;621628;2,2;10;20000;M 5012 0345,F 0870 3480,E 1157 4826,R 3241 6461,N 6054 4328,A 2746 9907,Q 9275 0707,G 6217 5485,T 7020 1118,S 0111 5587;3;9;12;19;45;;3-9-12-19-45;3;47428;613;170;20096;13,3;223098;3;2 679 885;eur;
20211051;MERCREDI;28/04/2021;28/07/2021;4;15;10;49;12;6;4-10-12-15-49+6;0;3000000;3;59753,7;55;795,5;628;251,2;2398;39,3;23838;14,2;28125;9,3;286384;3,6;301957;2,2;10;20000;K 9102 7079,F 5440 4976,U 3886 3887,F 8512 4705,B 0293 0135,H 6211 5063,E 1205 1389,H 8855 7581,N 7072 5513,B 1540 9296;1;4;5;9;35;;1-4-5-9-35;2;55969;355;268;13793;17,7;159852;3;3 068 561;eur;
20211050;LUNDI   ;26/04/2021;26/07/2021;2;34;41;32;8;6;2-8-32-34-41+6;0;2000000;1;139555,7;17;2003,6;179;686,3;882;83,2;8681;30,4;14883;13,8;147181;5,5;250887;2,2;10;20000;S 2155 4978,G 0482 3161,N 4553 6432,L 8810 9996,D 7479 8603,T 9318 9077,I 4594 7768,U 3790 3751,O 4660 8286,R 6936 3252;1;13;33;35;37;;1-13-33-35-37;0;100000;163;613,1;7470;34,4;106868;3;2 323 171;eur;
20211049;SAMEDI  ;24/04/2021;24/07/2021;41;12;26;42;36;7;12-26-36-41-42+7;1;4000000;0;206594,7;43;5977,1;358;508;2655;40,9;17265;22,6;41713;7,2;267176;4,5;670980;2,2;10;20000;Q 0643 4348,C 0519 7739,M 9948 1572,B 6510 4404,I 1672 6198,B 3408 5298,I 5447 1331,T 0345 1886,H 6128 7177,W 0596 6059;4;21;33;34;48;;4-21-33-34-48;1;155832;205;877,3;10501;44;166152;3;9 437 065;eur;
20211048;MERCREDI;21/04/2021;21/07/2021;45;31;6;49;39;4;6-31-39-45-49+4;0;3000000;1;173921,6;21;2021,4;236;648,7;1237;73,9;11933;27,5;19878;12,8;189634;5,3;344343;2,2;10;20000;D 7076 7420,M 8954 3537,W 0577 2764,P 2282 9546,P 1420 5630,J 5814 9703,I 1566 2594,K 7385 1699,W 0586 8534,V 3688 2052;3;11;17;27;49;;3-11-17-27-49;3;37651;391;234,6;14212;16,5;166421;3;9 222 246;eur;
20211047;LUNDI   ;19/04/2021;19/07/2021;49;17;36;44;27;1;17-27-36-44-49+1;0;2000000;2;75984;22;1685,9;246;543,8;949;84,2;11872;24,2;13833;16,1;174546;5;204954;2,2;10;20000;M 1017 0260,C 7173 8614,D 3549 0481,J 3546 5387,U 9428 9615,J 1886 1794,S 5004 3020,P 5554 3318,J 7295 9407,S 6528 4281;4;11;25;33;35;;4-11-25-33-35;0;100000;177;541,4;7994;30,8;117454;3;1 315 448;eur;
20211046;SAMEDI  ;17/04/2021;17/07/2021;38;37;17;34;30;1;17-30-34-37-38+1;1;3000000;2;137324,4;26;2578,2;354;683;1604;90;18748;27,7;23108;17,5;290061;5,5;379999;2,2;10;20000;U 6852 4343,L 7861 3240,U 4598 2781,A 0258 7344,M 4011 6051,M 8975 6456,I 3109 7861,N 4194 0758,L 4339 2940,T 6918 4425;20;28;29;36;46;;20-28-29-36-46;0;162850;176;1088,4;10373;47,4;169363;3;2 352 093;eur;
20211045;MERCREDI;14/04/2021;14/07/2021;27;25;20;23;47;6;20-23-25-27-47+6;0;2000000;0;178818,3;43;5173,5;308;511,1;1869;50,3;15416;21,9;26426;9,9;232338;4,4;329600;2,2;10;20000;L 5848 0064,M 7420 8649,T 4054 3723,I 9720 0060,I 8139 1470,O 5027 6310,E 7555 0059,D 7674 9170,G 4290 5939,T 6202 4609;11;16;18;23;40;;11-16-18-23-40;4;28684;228;480,4;10487;26,8;149563;3;0 293 455;eur;
20211044;LUNDI   ;12/04/2021;12/07/2021;43;14;26;7;11;7;7-11-14-26-43+7;1;14000000;0;157061,9;105;1860,9;526;262,8;4051;20,3;21113;14;48020;4,8;265735;3,4;480216;2,2;10;20000;F 8188 5025,D 9396 7590,K 3446 8856,I 9427 5019,J 1167 0344,N 0936 1544,L 2356 2215,F 0105 8941,V 4680 5813,O 4641 8119;8;14;16;17;32;;8-14-16-17-32;1;117558;201;575,2;10758;27,6;149210;3;5 955 734;eur;
20211043;SAMEDI  ;10/04/2021;10/07/2021;9;35;15;8;4;8;4-8-9-15-35+8;0;13000000;2;146531,1;74;966,6;644;400,6;3720;41,4;31369;17,6;50758;8,5;429667;3,9;588201;2,2;10;20000;C 4577 2986,P 8030 3951,H 5180 5157,E 2165 5458,B 8258 0174,E 4219 3489,N 0747 3357,E 4247 6042,D 6490 4490,C 0533 3382;31;34;38;41;44;;31-34-38-41-44;4;46698;293;786,5;12067;49,1;181452;3;7 252 656;eur;
20211042;MERCREDI;07/04/2021;07/07/2021;35;19;9;16;43;4;9-16-19-35-43+4;0;12000000;2;105688,5;49;1052,8;410;453,8;2095;53;18962;21,1;30685;10,1;278933;4,4;410802;2,2;10;20000;I 8088 9163,E 8417 8489,U 3501 8342,S 9385 6520,B 8028 5026,G 7650 7424,S 4153 4019,B 0902 1290,V 8107 2642,B 9174 8257;25;37;38;41;46;;25-37-38-41-46;0;134561;191;893,8;8166;53,7;125124;3;9 360 358;eur;
20211041;LUNDI   ;05/04/2021;05/07/2021;32;22;2;12;15;8;2-12-15-22-32+8;0;11000000;0;153966,8;53;3614;578;234,5;1884;42,9;16760;17,3;25177;9;225807;3,9;305349;2,2;10;20000;J 6838 9543,G 2763 4479,M 9815 9596,T 2134 1537,O 9132 4213,F 0564 4435,E 0167 9754,K 9988 8999,Q 0055 3253,A 4632 7411;1;3;7;33;40;;1-3-7-33-40;0;101192;201;487,3;9537;26,4;130320;3;2 847 152;eur;
20211040;SAMEDI  ;03/04/2021;03/07/2021;17;1;38;2;45;2;1-2-17-38-45+2;0;10000000;3;116910,1;53;1615,1;509;606,5;2647;69,7;25626;25,9;41983;12,3;417684;4,8;579007;2,2;10;20000;U 6232 8610,D 6033 0758,U 1343 6313,Q 0759 5315,S 7836 4561,A 3492 8926,Q 0814 9836,S 7020 0693,T 8409 5313,U 8338 5244;13;16;19;35;48;3;13-16-19-35-48;1;691200;391;1806,3;18685;97,2;281953;9;5 328 314;eur;
20211039;MERCREDI;31/03/2021;30/06/2021;2;27;24;35;22;5;2-22-24-27-35+5;0;6000000;1;172218;55;764,2;290;522,7;2224;40,7;16412;19,8;32222;7,8;243888;4,1;422715;2,2;10;20000;I 3496 5327,J 3375 8871,P 1705 7504,B 8350 9074,U 6219 9325,S 9548 6563,B 3236 2194,I 6052 4901,P 3042 2598,Q 6406 9767;3;18;20;29;39;;3-18-20-29-39;1;118071;217;541,6;10403;29;148182;3;5 408 127;eur;
20211038;LUNDI   ;29/03/2021;28/06/2021;41;28;18;13;38;1;13-18-28-38-41+1;0;5000000;2;78260,3;37;1032,5;349;394,8;1153;71,4;15306;19,3;16680;13,8;201074;4,5;222302;2,2;10;20000;Q 5513 4734,Q 6571 2540,V 6024 6469,E 4745 4716,Q 4650 6161,S 3078 6591,W 0462 6440,K 9895 7686,F 5332 0764,S 0062 7179;2;23;24;35;38;;2-23-24-35-38;1;100000;119;916,8;6534;42,9;105697;3;4 624 426;eur;
20211037;SAMEDI  ;27/03/2021;26/06/2021;16;11;18;8;10;5;8-10-11-16-18+5;0;4000000;6;39496,7;131;441,5;984;212;4824;25,8;34304;13;56663;6,1;417496;3,3;562594;2,2;10;20000;Q 4808 7623,R 3425 9631,J 4992 7271,L 0705 3815,P 1375 1920,O 0865 3802,O 5914 8719,B 5969 6006,H 0275 6267,B 1886 1187;7;29;36;38;43;;7-29-36-38-43;0;158646;302;595,5;11545;40;173018;3;8 222 563;eur;
20211036;MERCREDI;24/03/2021;23/06/2021;22;38;28;37;9;10;9-22-28-37-38+10;0;3000000;1;190961,7;30;1553,6;314;535,3;1221;82,2;15778;22,9;18964;14,8;236057;4,7;262110;2,2;10;20000;O 5561 7896,R 6727 2377,O 3425 2058,S 1606 1380,L 3179 5684,A 8476 2929,P 3016 7425,L 2093 2705,G 6665 7606,R 8418 8358;1;4;43;45;47;;1-4-43-45-47;0;112863;172;784,4;7263;47,7;114802;3;5 393 200;eur;
20211035;LUNDI   ;22/03/2021;21/06/2021;15;6;34;39;24;4;6-15-24-34-39+4;0;2000000;3;47030,7;24;1434,8;239;519,6;1254;59,1;10750;24,8;19076;10,8;168736;4,8;277366;2,2;10;20000;U 4240 8545,A 2823 1626,M 2703 4411,P 0882 1181,K 3866 2234,L 1590 0604,I 1101 4335,S 5756 4411,F 6832 8715,A 5637 8956;7;21;29;30;36;;7-21-29-30-36;0;100000;193;488,8;8847;27,4;120293;3;4 287 292;eur;
20211034;SAMEDI  ;20/03/2021;19/06/2021;42;18;14;4;27;3;4-14-18-27-42+3;4;1750000;3;86623;79;802,8;754;303,4;3472;39,3;29791;16,5;43639;8,7;379154;3,9;545810;2,2;10;20000;A 9353 7111,P 7787 0362,O 1550 7905,O 3763 3414,Q 9229 6972,A 8730 4992,P 6170 3441,H 6479 1554,N 6158 4517,W 0312 0237;19;28;32;40;42;;19-28-32-40-42;2;83316;302;624,4;12502;38,7;182144;3;3 792 304;eur;
20211033;MERCREDI;17/03/2021;16/06/2021;45;18;46;3;30;3;3-18-30-45-46+3;0;6000000;0;182195,3;49;4625,8;277;579;1910;50,1;14306;24,1;30485;8,8;221821;4,7;412116;2,2;10;20000;K 2023 2177,D 9678 4807,D 2560 5959,M 0929 5947,T 2330 5575,N 7456 5683,W 0417 0526,T 3299 8293,I 9966 6026,M 1234 1222;1;18;28;29;41;;1-18-28-29-41;0;120159;201;615,4;9924;32;145943;3;6 280 998;eur;
20211032;LUNDI   ;15/03/2021;14/06/2021;29;38;33;15;41;2;15-29-33-38-41+2;0;5000000;1;161308,2;27;1458,2;348;408;1059;80,1;12474;24,4;15773;15;176435;5,3;258405;2,2;10;20000;B 8329 3424,T 9918 2316,J 0946 4380,T 5414 4932,J 0289 4968,I 7788 2768,L 3639 1378,V 6307 6694,T 1211 7810,G 5015 6106;3;9;12;30;33;;3-9-12-30-33;2;50535;351;235,5;12432;17;148223;3;8 971 796;eur;
20211031;SAMEDI  ;13/03/2021;12/06/2021;47;22;19;4;10;8;4-10-19-22-47+8;0;4000000;10;25707,7;82;765,1;820;275,9;3499;38,6;31877;15,2;44149;8,5;392601;3,8;519527;2,2;10;20000;N 3284 5221,S 5712 6751,F 5496 7956,H 1558 8928,G 7774 0334,E 3218 8672,K 7691 7307,G 4990 0998,C 9284 6223,Q 9674 2505;3;5;9;43;44;;3-5-9-43-44;0;163377;275;546,4;15018;25,7;219796;3;2 466 248;eur;
20211030;MERCREDI;10/03/2021;09/06/2021;26;42;33;20;34;9;20-26-33-34-42+9;0;3000000;1;182596,3;31;1437,6;316;508,6;1414;67,9;13131;26,3;22087;12,1;200184;5,3;358571;2,2;10;20000;P 5299 7319,P 5527 3620,H 1206 0677,O 9232 8935,F 8873 1599,G 8967 1164,W 0334 2390,R 1026 7857,N 8512 5621,P 4606 1515;5;8;14;16;49;;5-8-14-16-49;3;39007;328;305,5;13220;19,4;166228;3;3 065 593;eur;
20211029;LUNDI   ;08/03/2021;07/06/2021;24;8;38;19;40;10;8-19-24-38-40+10;0;2000000;1;159957;19;2054,8;327;430,6;1143;73,6;13923;21,7;16004;14,7;197734;4,7;219311;2,2;10;20000;M 2633 4315,I 1790 6800,E 5720 1503,B 8417 5813,R 0999 8560,I 6127 0446,Q 6967 6810,E 6964 1192,E 8970 6913,N 5877 3201;4;6;8;13;16;;4-6-8-13-16;0;100000;537;124,9;15469;11,1;159985;3;1 375 236;eur;
20211028;SAMEDI  ;06/03/2021;05/06/2021;11;22;3;13;30;8;3-11-13-22-30+8;1;7000000;6;45975,9;157;428,8;1415;171,6;4946;29,3;45020;11,6;53693;7,5;481085;3,3;542539;2,2;10;20000;U 8114 8691,M 9920 6816,T 0493 2718,L 5761 5973,O 4203 0996,I 4994 0567,W 0371 6953,V 3072 1876,J 0130 9541,L 0928 0080;6;13;18;24;29;;6-13-18-24-29;5;34344;715;186,4;22662;15,1;260361;3;2 264 961;eur;
20211027;MERCREDI;03/03/2021;02/06/2021;38;8;41;49;19;7;8-19-38-41-49+7;0;6000000;2;83159,1;55;738;326;449,1;2247;38,9;15515;20,2;35953;6,8;234294;4,1;546017;2,2;10;20000;L 5725 1433,S 9399 6893,L 8778 7640,Q 2975 9367,S 1171 3999,F 9154 2757,J 9687 5503,T 9975 8916,V 1269 9123,E 1503 3790;4;5;6;15;35;;4-5-6-15-35;0;123326;203;568,1;11898;24,9;163633;3;8 542 596;eur;
20211026;LUNDI   ;01/03/2021;31/05/2021;4;14;21;47;8;9;4-8-14-21-47+9;0;5000000;1;158261,5;37;1043,9;381;365,6;1718;48,4;17153;17,4;23558;9,8;225178;4;306707;2,2;10;20000;R 9416 4392,N 8927 7214,A 2526 2748,P 3236 2655,I 6430 6252,M 3212 0166,H 0482 5801,J 2950 7653,N 1096 1638,J 6156 1978;13;16;27;28;36;;13-16-27-28-36;1;103069;198;481,7;9580;25,6;137965;3;2 969 807;eur;
20211025;SAMEDI  ;27/02/2021;29/05/2021;4;29;42;43;11;10;4-11-29-42-43+10;0;4000000;0;280025,9;38;9167,7;514;479,6;1994;73,8;23118;22,9;28824;14,3;349110;4,6;404502;2,2;10;20000;V 1616 1566,G 5436 7073,F 7794 9730,J 8691 1669,N 8779 0264,H 7673 4535,C 9962 8084,S 9356 5723,Q 7457 3254,L 1618 3906;12;23;32;36;48;;12-23-32-36-48;2;81493;317;571,1;13351;34,8;182186;3;9 080 635;eur;
20211024;MERCREDI;24/02/2021;26/05/2021;47;18;41;10;19;2;10-18-19-41-47+2;0;3000000;1;187541,2;27;1695,3;256;644,9;1369;72;14297;24,8;21814;12,6;233621;4,6;298001;2,2;10;20000;V 8158 6783,M 1208 7656,I 6752 6948,M 4201 3565,F 9681 1048,O 4008 8438,C 3445 7782,Q 6928 7907,G 9607 6442,J 5731 0698;7;18;39;43;45;;7-18-39-43-45;0;112702;224;560,3;9533;33,8;125595;3;4 836 809;eur;
20211023;LUNDI   ;22/02/2021;24/05/2021;3;37;26;15;24;7;3-15-24-26-37+7;0;2000000;1;119147,7;56;519,3;281;373,2;2061;30,4;12466;18;29736;5,9;178444;3,8;393306;2,2;10;20000;C 8873 5649,D 0297 5817,J 4337 2249,T 4659 9068,B 9147 8759,U 5690 7051,I 3166 0482,P 1675 8479,N 5448 8779,C 8402 4264;6;11;18;19;30;;6-11-18-19-30;2;50000;369;188,9;12639;14,1;145436;3;6 879 057;eur;
20211022;SAMEDI  ;20/02/2021;22/05/2021;21;36;19;39;49;5;19-21-36-39-49+5;1;2000000;2;116038,8;44;1287,3;404;505,7;2365;51,6;18635;23,5;36521;9,3;280131;4,8;584808;2,2;10;20000;M 5449 9871,H 4289 8838,H 3717 8345,K 8892 5972,B 6930 2354,M 8845 1802,Q 2075 0053,O 2016 4975,J 4297 9841,P 4082 2304;4;6;31;35;49;;4-6-31-35-49;0;156701;232;735,5;11200;39,1;179242;3;7 585 486;eur;
20211021;MERCREDI;17/02/2021;19/05/2021;34;31;35;41;29;8;29-31-34-35-41+8;1;2000000;1;172332,1;21;2002,9;230;659,6;1103;82,1;10073;32,3;18874;13,4;169054;5,9;358086;2,2;10;20000;F 8820 5369,I 5188 9638,L 3654 3271,D 4670 9061,Q 3570 9528,E 7640 2194,L 8048 0848,A 0846 2510,P 4315 3506,V 6642 7877;11;27;28;29;48;;11-27-28-29-48;1;111093;165;639,6;9802;27,6;145442;3;0 692 265;eur;
20211020;LUNDI   ;15/02/2021;17/05/2021;13;22;17;6;12;7;6-12-13-17-22+7;1;15000000;6;26674,6;138;283;743;189,6;4672;18;26656;11,3;54711;4,3;310583;3;481716;2,2;10;20000;N 0188 9161,C 4419 2208,L 4525 3730,W 0301 8293,R 2681 3617,P 9792 1809,D 8718 2324,I 3218 4728,N 9579 8387,O 4248 0775;10;24;36;39;41;;10-24-36-39-41;0;115095;170;804,2;7696;45,6;118109;3;0 276 071;eur;
20211019;SAMEDI  ;13/02/2021;15/05/2021;13;17;31;28;9;10;9-13-17-28-31+10;0;14000000;11;28038,1;93;809,4;1515;179,2;3333;48,6;45039;12,9;39269;11,5;492885;3,6;428651;2,2;10;20000;T 2837 4363,U 6028 0348,U 8257 0676,K 8820 2303,B 5469 3565,Q 6959 5003,S 0077 2562,V 8153 5606,I 9910 2324,W 0278 5681;18;34;37;44;49;;18-34-37-44-49;1;174332;315;653,2;12915;40,9;180460;3;9 055 958;eur;
20211018;MERCREDI;10/02/2021;12/05/2021;44;13;29;15;33;4;13-15-29-33-44+4;0;8000000;2;96018,4;49;956,5;491;344,3;2076;48,6;19419;18,7;28475;9,9;264187;4,2;363144;2,2;10;20000;P 2856 9292,W 0269 4729,H 8845 3370,O 3337 4866,T 9800 9641,C 5570 5771,I 8288 0724,B 9548 5139,E 1077 3974,D 0315 6580;4;5;20;25;40;;4-5-20-25-40;0;118744;249;456,9;10765;27,1;154293;3;6 288 478;eur;
20211017;LUNDI   ;08/02/2021;10/05/2021;19;10;9;29;5;8;5-9-10-19-29+8;0;7000000;9;17264,2;101;375,4;999;136,9;2807;29,1;28421;10,3;30602;7,4;282962;3,2;310069;2,2;10;20000;M 8390 5305,G 6210 1717,M 7261 3395,W 0258 2051,L 0161 0966,K 0277 7826,L 8497 7965,E 9013 6709,K 9470 7030,I 5330 6249;7;8;18;37;49;;7-8-18-37-49;0;101906;209;463,3;8979;27,7;133380;3;7 101 444;eur;
20211016;SAMEDI  ;06/02/2021;08/05/2021;44;42;15;9;47;10;9-15-42-44-47+10;0;6000000;2;144813,6;32;2209;415;614,3;1871;81,4;20986;26,1;27677;15,4;331770;5;409119;2,2;10;20000;E 2789 3897,I 1010 0713,F 4888 8366,M 2162 9685,G 3053 1399,I 5951 2020,E 5923 0875,B 0464 9335,U 6948 2799,D 1214 7228;8;9;15;29;38;;8-9-15-29-38;1;166880;362;428,7;16212;24,6;222478;3;3 025 578;eur;
20211015;MERCREDI;03/02/2021;05/05/2021;17;31;26;37;21;10;17-21-26-31-37+10;0;5000000;1;200897;22;2228,8;377;469,1;1309;80,7;16670;22,8;19115;15,4;244525;4,7;274836;2,2;10;20000;V 8208 2101,R 3960 1368,F 8584 4870,B 2560 9403,O 5029 3451,N 3895 8741,U 3524 6757,L 4550 8640,R 5973 9876,H 8712 9971;10;26;32;36;41;;10-26-32-36-41;1;116361;159;885,2;7162;50,5;116396;3;9 737 755;eur;
20211014;LUNDI   ;01/02/2021;03/05/2021;1;18;45;17;21;9;1-17-18-21-45+9;0;4000000;1;150093,6;26;1409;297;444,8;1498;52,7;14277;19,9;22775;9,7;210800;4,1;283134;2,2;10;20000;N 8522 6207,U 2256 9405,F 4664 6118,H 6276 5731,C 7909 6037,W 0231 6637,J 9586 2095,H 7547 5881,L 9240 3478,N 8847 5356;7;17;19;24;27;;7-17-19-24-27;4;25000;452;148,1;15333;11,2;158288;3;0 000 212;eur;
